ID,Title,IMDb,Age Category,d1,d2,d3,d4
1817,The Shooting,6.6,all,0,0,0,0
1818,Two Hands,7.1,18+,0,0,0,1
1819,Savior,7.3,18+,0,0,0,1
1820,Young Sherlock Holmes,6.8,13+,0,1,0,0
1821,Orchestra Rehearsal,7.2,18+,0,0,0,1
1822,Narco Cultura,7.2,18+,0,0,0,1
1823,Baby Boom,6.2,7+,1,0,0,0
1824,Oddball,6.4,7+,1,0,0,0
1825,Tiger Zinda Hai,6,7+,1,0,0,0
1826,Ill Manors,7.1,13+,0,1,0,0
1827,Hollywood Shuffle,7,18+,0,0,0,1
1828,The Winslow Boy,7.3,all,0,0,0,0
1829,The Retrieval,6.6,18+,0,0,0,1
1830,0.496527778,4.9,18+,0,0,0,1
1831,Cutter's Way,6.9,18+,0,0,0,1
1832,Sweet Land,7.1,7+,1,0,0,0
1833,Twist of Faith,7.2,18+,0,0,0,1
1834,Brad's Status,6.5,18+,0,0,0,1
1835,Super Inframan,6.3,7+,1,0,0,0
1836,102 Not Out,7.4,7+,1,0,0,0
1837,Detainment,7.4,18+,0,0,0,1
1838,Hichki,7.5,7+,1,0,0,0
1839,The English Surgeon,8.1,16+,0,0,1,0
1840,Unplanned,5.8,18+,0,0,0,1
1841,The Front,7.3,7+,1,0,0,0
1842,Never Grow Old,5.9,18+,0,0,0,1
1843,Across 110th Street,7,18+,0,0,0,1
1844,Almost Holy,7.5,18+,0,0,0,1
1845,Bad Samaritan,6.4,18+,0,0,0,1
1846,Eden,6.6,18+,0,0,0,1
1847,Little Big Man,7.6,13+,0,1,0,0
1848,Big Eden,7.3,13+,0,1,0,0
1849,Brimstone,7.1,18+,0,0,0,1
1850,Rabid,6.3,18+,0,0,0,1
1851,The World Before Your Feet,7.6,13+,0,1,0,0
1852,On Any Sunday,7.8,all,0,0,0,0
1853,The Children Act,6.7,18+,0,0,0,1
1854,Convoy,6.4,7+,1,0,0,0
1855,The Exorcist III,6.4,18+,0,0,0,1
1856,Long Weekend,6.6,13+,0,1,0,0
1857,Return of the Hero,6.5,13+,0,1,0,0
1858,Animal Factory,6.6,18+,0,0,0,1
1859,Shanghai Triad,7.1,18+,0,0,0,1
1860,Gloria Bell,6.3,18+,0,0,0,1
1861,The Prophecy,6.5,18+,0,0,0,1
1862,The Way of the Gun,6.7,18+,0,0,0,1
1863,Soapdish,6.6,13+,0,1,0,0
1864,The Third Murder,6.7,18+,0,0,0,1
1865,Big Fan,6.7,18+,0,0,0,1
1866,Night Owls,6.2,18+,0,0,0,1
1867,The Shout,6.7,18+,0,0,0,1
1868,The Gateway,5.5,13+,0,1,0,0
1869,Hot Summer Nights,6.4,18+,0,0,0,1
1870,Robin Hood,7.2,7+,1,0,0,0
1871,Palo Alto,6.2,18+,0,0,0,1
1872,Ray Harryhausen: Special Effects Titan,7.5,7+,1,0,0,0
1873,The Goldfinch,6.2,18+,0,0,0,1
1874,Book Club,6.1,13+,0,1,0,0
1875,King of the Ants,6.2,18+,0,0,0,1
1876,The Opposite of Sex,6.3,18+,0,0,0,1
1877,Hidden Agenda,6.9,18+,0,0,0,1
1878,The Italian,7.5,13+,0,1,0,0
1879,Photograph,6.8,13+,0,1,0,0
1880,The Hanging Garden,6.8,18+,0,0,0,1
1881,Dreamchild,6.8,7+,1,0,0,0
1882,Unmistaken Child,7.5,7+,1,0,0,0
1883,Elizabethtown,6.4,13+,0,1,0,0
1884,After the Dark,5.7,18+,0,0,0,1
1885,G.B.F.,5.9,18+,0,0,0,1
1886,I Spit on Your Grave,6.3,18+,0,0,0,1
1887,American Gigolo,6.2,18+,0,0,0,1
1888,Upside Down: The Creation Records Story,7.2,18+,0,0,0,1
1889,The Special Relationship,6.7,16+,0,0,1,0
1890,Woman on the Run,7.3,7+,1,0,0,0
1891,King Corn,7,all,0,0,0,0
1892,Something from Nothing: The Art of Rap,7.2,18+,0,0,0,1
1893,The Age of Stupid,7,13+,0,1,0,0
1894,Chris & Don: A Love Story,7.5,13+,0,1,0,0
1895,Angels Wear White,7.2,16+,0,0,1,0
1896,King and Country,7.4,7+,1,0,0,0
1897,Mr. Majestyk,6.8,7+,1,0,0,0
1898,Two Night Stand,6.4,18+,0,0,0,1
1899,The Four Feathers,6.5,13+,0,1,0,0
1900,The Joneses,6.5,18+,0,0,0,1
1901,A Vigilante,5.6,18+,0,0,0,1
1902,The Hornet's Nest,6.6,18+,0,0,0,1
1903,A Quiet Passion,6.4,13+,0,1,0,0
1904,The House That Dripped Blood,6.6,7+,1,0,0,0
1905,King Lear,6.1,16+,0,0,1,0
1906,The Big Kahuna,6.6,18+,0,0,0,1
1907,Master of the Universe,7.2,all,0,0,0,0
1908,On Chesil Beach,6.3,18+,0,0,0,1
1909,McKellen: Playing the Part,7.3,7+,1,0,0,0
1910,Airplane II: The Sequel,6.2,7+,1,0,0,0
1911,White Lightning,6.4,7+,1,0,0,0
1912,North Dallas Forty,6.9,18+,0,0,0,1
1913,Puncture,6.8,18+,0,0,0,1
1914,Destination Wedding,6,18+,0,0,0,1
1915,Comic-Con Episode IV: A Fan's Hope,7,13+,0,1,0,0
1916,Shade,6.3,18+,0,0,0,1
1917,Wonderstruck,6.2,7+,1,0,0,0
1918,Saint Ralph,7.3,13+,0,1,0,0
1919,Society,6.5,18+,0,0,0,1
1920,A Farewell to Arms,6.5,7+,1,0,0,0
1921,Stigmata,6.2,18+,0,0,0,1
1922,"Tomorrow, When the War Began",6.2,18+,0,0,0,1
1923,The Poughkeepsie Tapes,6.1,18+,0,0,0,1
1924,Home for the Holidays,6.6,13+,0,1,0,0
1925,The Wild and Wonderful Whites of West Virginia,7.1,18+,0,0,0,1
1926,Every Little Step,7.5,13+,0,1,0,0
1927,Prodigy,6,18+,0,0,0,1
1928,Bellflower,6.4,18+,0,0,0,1
1929,StreetDance 3D,5.9,13+,0,1,0,0
1930,Life Itself,6.8,18+,0,0,0,1
1931,Is Paris Burning?,6.9,7+,1,0,0,0
1932,Pantani: The Accidental Death of a Cyclist,7,7+,1,0,0,0
1933,Low Tide,6.2,18+,0,0,0,1
1934,Biggie and Tupac,6.8,18+,0,0,0,1
1935,The Son of Bigfoot,6.1,7+,1,0,0,0
1936,The Grand Seduction,7,13+,0,1,0,0
1937,A Man Called Horse,6.9,18+,0,0,0,1
1938,Choose Me,6.8,18+,0,0,0,1
1939,Nina Forever,5.6,18+,0,0,0,1
1940,Party Girl,6.6,18+,0,0,0,1
1941,Hawking,7.3,18+,0,0,0,1
1942,Paul Williams Still Alive,6.9,13+,0,1,0,0
1943,Elvis & Nixon,6.4,18+,0,0,0,1
1944,Daughters of Darkness,6.6,18+,0,0,0,1
1945,Louder Than Bombs,6.6,18+,0,0,0,1
1946,Rob the Mob,6.3,18+,0,0,0,1
1947,No Stone Unturned,7.2,7+,1,0,0,0
1948,47 Meters Down: Uncaged,5,13+,0,1,0,0
1949,Soaked in Bleach,7.4,13+,0,1,0,0
1950,Bachna Ae Haseeno,6.2,7+,1,0,0,0
1951,The Uninvited,6.3,13+,0,1,0,0
1952,Return to Homs,7.7,13+,0,1,0,0
1953,Short Eyes,7.1,18+,0,0,0,1
1954,Twins of Evil,6.6,18+,0,0,0,1
1955,Welcome to Me,5.9,18+,0,0,0,1
1956,Contract Killer,6.2,18+,0,0,0,1
1957,The Collector,6.4,18+,0,0,0,1
1958,True Legend,6.4,18+,0,0,0,1
1959,M.O.M. Mothers of Monsters,5.3,18+,0,0,0,1
1960,Believer,7,7+,1,0,0,0
1961,Never Forever,6.5,18+,0,0,0,1
1962,The Bullet Vanishes,6.6,13+,0,1,0,0
1963,The Wipers Times,7,7+,1,0,0,0
1964,My Kid Could Paint That,7.1,13+,0,1,0,0
1965,Vampire's Kiss,6,18+,0,0,0,1
1966,The Guardians,6.7,18+,0,0,0,1
1967,Foxy Brown,6.5,18+,0,0,0,1
1968,Cleanskin,6.3,18+,0,0,0,1
1969,The American Nightmare,7.3,18+,0,0,0,1
1970,The Boy,6,13+,0,1,0,0
1971,Crown Heights,6.5,18+,0,0,0,1
1972,The Private Lives of Pippa Lee,6.4,18+,0,0,0,1
1973,Evelyn,7,7+,1,0,0,0
1974,The Island President,7.2,7+,1,0,0,0
1975,Geography Club,6.5,13+,0,1,0,0
1976,Never Goin' Back,6,18+,0,0,0,1
1977,Clear History,6.5,18+,0,0,0,1
1978,Skin,6.9,13+,0,1,0,0
1979,Fritz the Cat,6.3,18+,0,0,0,1
1980,The Secret of Santa Vittoria,7.3,13+,0,1,0,0
1981,Undocumented Executive,6.9,7+,1,0,0,0
1982,Nightbreed,6.6,18+,0,0,0,1
1983,The House of Magic,6.3,all,0,0,0,0
1984,The Words,7,13+,0,1,0,0
1985,Party Monster,6.3,18+,0,0,0,1
1986,The Brothers Grimm,5.9,13+,0,1,0,0
1987,Free Enterprise,6.8,18+,0,0,0,1
1988,The Kill Team,7,18+,0,0,0,1
1989,The Stuff,5.9,18+,0,0,0,1
1990,Landline,6.4,18+,0,0,0,1
1991,Racing Dreams,7,7+,1,0,0,0
1992,Chi-Raq,5.7,18+,0,0,0,1
1993,Escobar: Paradise Lost,6.5,13+,0,1,0,0
1994,Shoot to Kill,6.8,18+,0,0,0,1
1995,Gabrielle,7,18+,0,0,0,1
1996,Pali Road,7.2,7+,1,0,0,0
1997,Into the Blue,5.9,13+,0,1,0,0
1998,The Little Girl Who Was Too Fond of Matches,7,16+,0,0,1,0
1999,Crimes of the Heart,6.4,13+,0,1,0,0
2000,The Descent: Part 2,5.8,18+,0,0,0,1
2001,Svengali,6.8,7+,1,0,0,0
2002,Scott Walker: 30 Century Man,7.2,all,0,0,0,0
2003,A River Below,7.2,16+,0,0,1,0
2004,Me Without You,6.9,18+,0,0,0,1
2005,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,7.7,13+,0,1,0,0
2006,Tales of Halloween,5.5,18+,0,0,0,1
2007,Dark River,5.8,18+,0,0,0,1
2008,Battle in Seattle,6.7,18+,0,0,0,1
2009,Dark Blue,6.6,18+,0,0,0,1
2010,Happythankyoumoreplease,6.8,18+,0,0,0,1
2011,Bottle Shock,6.8,13+,0,1,0,0
2012,Big Nothing,6.8,18+,0,0,0,1
2013,Mayor of the Sunset Strip,7,18+,0,0,0,1
2014,Japanese Story,6.7,18+,0,0,0,1
2015,Tortilla Soup,6.7,13+,0,1,0,0
2016,Friday the 13th Part 2,6.1,18+,0,0,0,1
2017,The Reef,5.8,18+,0,0,0,1
2018,Wreckers,6,18+,0,0,0,1
2019,Look Both Ways,7,13+,0,1,0,0
2020,Knightriders,6.3,18+,0,0,0,1
2021,What Richard Did,6.3,18+,0,0,0,1
2022,The Perfect Game,6.9,7+,1,0,0,0
2023,"Lovely, Still",7.1,7+,1,0,0,0
2024,Ta Ra Rum Pum,5.6,all,0,0,0,0
2025,Braid,5.3,18+,0,0,0,1
2026,Finding Mr. Right,6.4,13+,0,1,0,0
2027,Woman Walks Ahead,6.6,18+,0,0,0,1
2028,Twice Born,7.4,18+,0,0,0,1
2029,The Possession,5.9,13+,0,1,0,0
2030,Mia madre,6.8,18+,0,0,0,1
2031,Vampire Circus,6.4,7+,1,0,0,0
2032,The Moustache,6.7,all,0,0,0,0
2033,Cecil B. Demented,6.3,18+,0,0,0,1
2034,Tideland,6.5,18+,0,0,0,1
2035,Species,5.8,18+,0,0,0,1
2036,Home Again,5.8,13+,0,1,0,0
2037,Pandemic,4.4,13+,0,1,0,0
2038,Nobody's Watching,6.6,18+,0,0,0,1
2039,Once I Was a Beehive,6.2,7+,1,0,0,0
2040,Romero,7.1,13+,0,1,0,0
2041,Girl Asleep,6.2,18+,0,0,0,1
2042,Shottas,6.2,18+,0,0,0,1
2043,Saint Jack,7,18+,0,0,0,1
2044,The Golden Child,6,13+,0,1,0,0
2045,Last Call at the Oasis,7.4,13+,0,1,0,0
2046,Django,6.3,13+,0,1,0,0
2047,Love Liza,7,18+,0,0,0,1
2048,Kaante,6.6,18+,0,0,0,1
2049,The Blood Spattered Bride,6.2,18+,0,0,0,1
2050,The Suicide Theory,6.5,18+,0,0,0,1
2051,Lady Jane,7.1,13+,0,1,0,0
2052,Thirst,5.8,18+,0,0,0,1
2053,Joe,6.8,18+,0,0,0,1
2054,Black Sunday,6.8,18+,0,0,0,1
2055,Upside Down,6.4,13+,0,1,0,0
2056,Diverge,4.5,16+,0,0,1,0
2057,Poor Boy's Game,6.4,18+,0,0,0,1
2058,Hyena Road,6.5,18+,0,0,0,1
2059,Sukiyaki Western Django,6.2,18+,0,0,0,1
2060,Under the Bombs,7,16+,0,0,1,0
2061,Mary Goes Round,6.8,13+,0,1,0,0
2062,The Mechanic,6.9,7+,1,0,0,0
2063,The Front Page,6.7,7+,1,0,0,0
2064,Winter Brothers,6.5,16+,0,0,1,0
2065,Dalida,6.9,7+,1,0,0,0
2066,Catch Me Daddy,6.3,18+,0,0,0,1
2067,Adore,6.2,18+,0,0,0,1
2068,Nicholas and Alexandra,7.2,7+,1,0,0,0
2069,LBJ,6.5,18+,0,0,0,1
2070,Dolemite,5.8,18+,0,0,0,1
2071,The Sisterhood of Night,6.2,13+,0,1,0,0
2072,Not Suitable For Children,5.8,18+,0,0,0,1
2073,Father's Day,6,18+,0,0,0,1
2074,Head Games,7.3,13+,0,1,0,0
2075,Churchill,6.2,7+,1,0,0,0
2076,Ju Dou,7.7,13+,0,1,0,0
2077,The Foot Fist Way,6.3,18+,0,0,0,1
2078,Our Time Will Come,6.4,13+,0,1,0,0
2079,Final Score,5.7,18+,0,0,0,1
2080,Pet,5.7,18+,0,0,0,1
2081,Pathology,6,18+,0,0,0,1
2082,Shooting Fish,6.6,7+,1,0,0,0
2083,Parkland,6.3,13+,0,1,0,0
2084,A Man of No Importance,6.7,18+,0,0,0,1
2085,Hideous Kinky,6,18+,0,0,0,1
2086,The Levelling,6.4,18+,0,0,0,1
2087,Some Guy Who Kills People,6.4,18+,0,0,0,1
2088,Good Dick,6.4,18+,0,0,0,1
2089,Murder!,6.4,13+,0,1,0,0
2090,The Keeping Room,6,18+,0,0,0,1
2091,100 Bloody Acres,6,18+,0,0,0,1
2092,Zarafa,7,7+,1,0,0,0
2093,Goya's Ghosts,6.9,18+,0,0,0,1
2094,The Poker House,6.4,18+,0,0,0,1
2095,Wonder Wheel,6.2,13+,0,1,0,0
2096,Fugitive Pieces,7,18+,0,0,0,1
2097,Sister My Sister,6.6,18+,0,0,0,1
2098,All This Panic,6.8,16+,0,0,1,0
2099,De-Lovely,6.6,13+,0,1,0,0
2100,Afternoon Delight,5.7,18+,0,0,0,1
2101,Author: The JT LeRoy Story,7.1,18+,0,0,0,1
2102,Gringo,6.1,18+,0,0,0,1
2103,The Last Movie Star,6.9,18+,0,0,0,1
2104,Cuban Fury,6.2,18+,0,0,0,1
2105,Body Bags,6.1,18+,0,0,0,1
2106,Gone in 60 Seconds,6.5,7+,1,0,0,0
2107,Super High Me,6.1,18+,0,0,0,1
2108,Barbershop 2: Back in Business,5.7,13+,0,1,0,0
2109,Noble,6.8,13+,0,1,0,0
2110,The Greatest Story Ever Told,6.6,all,0,0,0,0
2111,Downriver,6.2,18+,0,0,0,1
2112,The Summit,6.9,18+,0,0,0,1
2113,Ashby,6.4,18+,0,0,0,1
2114,Sons of Perdition,6.9,18+,0,0,0,1
2115,Northern Soul,6.4,13+,0,1,0,0
2116,Moll Flanders,6.5,13+,0,1,0,0
2117,"New York, I Love You",6.2,18+,0,0,0,1
2118,Almost Sunrise,7.6,13+,0,1,0,0
2119,Undertow,6.6,18+,0,0,0,1
2120,Four Sheets to the Wind,6.3,18+,0,0,0,1
2121,Life of a King,6.9,13+,0,1,0,0
2122,Sordid Lives,6.8,18+,0,0,0,1
2123,Paint Your Wagon,6.6,13+,0,1,0,0
2124,Winter Kills,6.1,18+,0,0,0,1
2125,Living in the Future's Past,6.5,7+,1,0,0,0
2126,Essential Killing,6.1,18+,0,0,0,1
2127,Honor Flight,8.4,7+,1,0,0,0
2128,Becoming Cary Grant,6.6,7+,1,0,0,0
2129,Tai Chi Zero,6.1,13+,0,1,0,0
2130,Creation,6.7,13+,0,1,0,0
2131,The Visual Bible: The Gospel of John,7.7,13+,0,1,0,0
2132,Cardinals,5.5,18+,0,0,0,1
2133,This Is Martin Bonner,6.5,18+,0,0,0,1
2134,Death Rides a Horse,7.1,18+,0,0,0,1
2135,Q,6,18+,0,0,0,1
2136,Night of the Demons,6.2,18+,0,0,0,1
2137,Night Hunter,5.9,18+,0,0,0,1
2138,Boy Wonder,6.8,18+,0,0,0,1
2139,Blue Chips,6.2,13+,0,1,0,0
2140,The Horseman,6.5,18+,0,0,0,1
2141,Thousand Pieces of Gold,6.9,13+,0,1,0,0
2142,"Pink Ribbons, Inc.",7.2,7+,1,0,0,0
2143,True North,6.9,18+,0,0,0,1
2144,Ganja & Hess,6.2,18+,0,0,0,1
2145,Sold,6.8,13+,0,1,0,0
2146,Interview,6.8,18+,0,0,0,1
2147,Kites,6.1,13+,0,1,0,0
2148,Sunshine State,6.7,13+,0,1,0,0
2149,Mr. Nice,6.4,18+,0,0,0,1
2150,Gulliver's Travels,6.7,all,0,0,0,0
2151,Tales from the Script,7.1,7+,1,0,0,0
2152,Bride of Re-Animator,6.3,18+,0,0,0,1
2153,The Church,6.2,18+,0,0,0,1
2154,1492: Conquest of Paradise,6.5,13+,0,1,0,0
2155,The 51st State,6.3,18+,0,0,0,1
2156,Urbania,6.8,18+,0,0,0,1
2157,I Am Belfast,6.6,7+,1,0,0,0
2158,Sirens,5.8,18+,0,0,0,1
2159,The Heart is Deceitful Above All Things,6.4,18+,0,0,0,1
2160,Goin' South,6.2,7+,1,0,0,0
2161,Support Your Local Gunfighter,6.9,all,0,0,0,0
2162,Double Happiness,7,13+,0,1,0,0
2163,The Immaculate Conception of Little Dizzle,6.2,18+,0,0,0,1
2164,"Wild Horse, Wild Ride",7.6,7+,1,0,0,0
2165,Wake Wood,5.5,18+,0,0,0,1
2166,Flying Swords of Dragon Gate,6,18+,0,0,0,1
2167,The Competition,6.6,7+,1,0,0,0
2168,True Confessions,6.3,18+,0,0,0,1
2169,Siddharth,7.3,all,0,0,0,0
2170,Paper Man,6.6,18+,0,0,0,1
2171,Psychomania,5.8,7+,1,0,0,0
2172,Double Impact,5.6,18+,0,0,0,1
2173,Dil Bole Hadippa!,4.5,13+,0,1,0,0
2174,Creepshow 2,6.1,18+,0,0,0,1
2175,The Loveless,6.1,18+,0,0,0,1
2176,Life,6.1,18+,0,0,0,1
2177,The Souvenir,6.5,18+,0,0,0,1
2178,Felix and Meira,6.7,18+,0,0,0,1
2179,Five Corners,6.2,18+,0,0,0,1
2180,What Still Remains,4.7,16+,0,0,1,0
2181,The Cat's Meow,6.3,13+,0,1,0,0
2182,Who's Watching Oliver,5.1,18+,0,0,0,1
2183,The Leading Man,5.7,18+,0,0,0,1
2184,Wind,6.4,13+,0,1,0,0
2185,Sun Choke,5.6,18+,0,0,0,1
2186,Sarah Silverman: We Are Miracles,6.6,18+,0,0,0,1
2187,Falcon Rising,5.8,18+,0,0,0,1
2188,From Time to Time,6.7,7+,1,0,0,0
2189,The Portrait of a Lady,6.2,13+,0,1,0,0
2190,Deepsea Challenge,6.8,7+,1,0,0,0
2191,Witness Protection,6.2,18+,0,0,0,1
2192,The Man from Earth: Holocene,5.3,13+,0,1,0,0
2193,Blue Hawaii,6.1,7+,1,0,0,0
2194,Pu-239,6.9,18+,0,0,0,1
2195,Phantom Detective,6.3,13+,0,1,0,0
2196,The Last Time I Saw Paris,6.2,7+,1,0,0,0
2197,Don't Talk to Irene,6.2,16+,0,0,1,0
2198,Bottom of the 9th,5.5,18+,0,0,0,1
2199,Stop-Loss,6.4,18+,0,0,0,1
2200,Different for Girls,6.9,18+,0,0,0,1
2201,Absolutely Anything,6,18+,0,0,0,1
2202,Chopping Mall,5.6,18+,0,0,0,1
2203,Felony,6.1,18+,0,0,0,1
2204,EliÃ¡n,6.8,7+,1,0,0,0
2205,Bad Blood: The Movie,4.2,16+,0,0,1,0
2206,Red Lights,6.2,18+,0,0,0,1
2207,Test,6.5,18+,0,0,0,1
2208,Twilight,6.2,18+,0,0,0,1
2209,Bravetown,6.2,18+,0,0,0,1
2210,The Creeping Flesh,6.3,7+,1,0,0,0
2211,The Alibi,6.4,18+,0,0,0,1
2212,Infinity Baby,6.2,13+,0,1,0,0
2213,The Journey,6.6,13+,0,1,0,0
2214,Bad Milo,5.6,18+,0,0,0,1
2215,Feast of Love,6.6,18+,0,0,0,1
2216,Under the Gun,5.5,18+,0,0,0,1
2217,Bhoothnath,6.3,7+,1,0,0,0
2218,Humanoids from the Deep,5.7,18+,0,0,0,1
2219,Ae Dil Hai Mushkil,5.8,13+,0,1,0,0
2220,Letters to God,6.3,7+,1,0,0,0
2221,Keep the Aspidistra Flying,6.3,13+,0,1,0,0
2222,Rosenstrasse,6.7,13+,0,1,0,0
2223,A Turtle's Tale: Sammy's Adventures,6.1,all,0,0,0,0
2224,Peterloo,6.5,13+,0,1,0,0
2225,Song to Song,5.7,18+,0,0,0,1
2226,At Middleton,6.5,18+,0,0,0,1
2227,Bill Frisell: A Portrait,7.2,18+,0,0,0,1
2228,Flashbacks of a Fool,6.8,18+,0,0,0,1
2229,Fat Man and Little Boy,6.5,13+,0,1,0,0
2230,Bhaji on the Beach,6.3,18+,0,0,0,1
2231,Trucker,6.7,18+,0,0,0,1
2232,BMX Bandits,5.5,7+,1,0,0,0
2233,In the Electric Mist,6.1,18+,0,0,0,1
2234,Manhunt: The Inside Story of the Hunt for Bin Laden,6.9,16+,0,0,1,0
2235,Hands of the Ripper,6.2,18+,0,0,0,1
2236,Demon House,5.2,16+,0,0,1,0
2237,The Bedroom Window,6.4,18+,0,0,0,1
2238,The Cheap Detective,6.5,7+,1,0,0,0
2239,Alex of Venice,5.8,18+,0,0,0,1
2240,Kurt & Courtney,6.1,18+,0,0,0,1
2241,Loving Pablo,6.3,18+,0,0,0,1
2242,Tumbleweeds,6.5,all,0,0,0,0
2243,Bone,6.8,18+,0,0,0,1
2244,Runoff,5.8,18+,0,0,0,1
2245,The Slumber Party Massacre,5.7,18+,0,0,0,1
2246,Shy People,6.8,18+,0,0,0,1
2247,Into Temptation,6.5,18+,0,0,0,1
2248,The Quiet,6.2,18+,0,0,0,1
2249,I Think We're Alone Now,6.8,18+,0,0,0,1
2250,Zombeavers,4.8,18+,0,0,0,1
2251,Little Italy,5.7,7+,1,0,0,0
2252,Prescription Thugs,7,13+,0,1,0,0
2253,Lisa and the Devil,6.4,18+,0,0,0,1
2254,Charlie Countryman,6.4,18+,0,0,0,1
2255,My Date with Drew,6.4,7+,1,0,0,0
2256,23 Blast,6.5,13+,0,1,0,0
2257,Heartburn,6.1,18+,0,0,0,1
2258,Boom Bust Boom,7.1,all,0,0,0,0
2259,Big Ass Spider!,5.3,13+,0,1,0,0
2260,Book of Blood,5.3,18+,0,0,0,1
2261,The Flaw,7.3,13+,0,1,0,0
2262,Girl Flu.,6.2,13+,0,1,0,0
2263,Little Secrets,6.4,7+,1,0,0,0
2264,The Strangers: Prey at Night,5.2,18+,0,0,0,1
2265,Lakeboat,6.1,18+,0,0,0,1
2266,Genova,6,18+,0,0,0,1
2267,How to Talk to Girls at Parties,5.7,18+,0,0,0,1
2268,Necessary Roughness,6.2,13+,0,1,0,0
2269,Serenity,5.3,18+,0,0,0,1
2270,Coming Through the Rye,6.3,13+,0,1,0,0
2271,Seberg,5.4,18+,0,0,0,1
2272,Losing Isaiah,6.5,18+,0,0,0,1
2273,Jesus Christ Vampire Hunter,5,18+,0,0,0,1
2274,Killers,5.4,13+,0,1,0,0
2275,Guernica,5.8,18+,0,0,0,1
2276,Mr. Pip,7.1,13+,0,1,0,0
2277,Chastity Bites,4.6,18+,0,0,0,1
2278,Rememory,6.2,13+,0,1,0,0
2279,Art School Confidential,6.3,18+,0,0,0,1
2280,The Tag-Along,5.5,18+,0,0,0,1
2281,Stone of Destiny,6.8,7+,1,0,0,0
2282,Hemingway & Gellhorn,6.3,18+,0,0,0,1
2283,Man in Red Bandana,8.1,13+,0,1,0,0
2284,School of Life,6.8,13+,0,1,0,0
2285,The Baytown Outlaws,6.4,18+,0,0,0,1
2286,The 5th Quarter,5.6,13+,0,1,0,0
2287,Cousins,6.3,13+,0,1,0,0
2288,Molokai: The Story of Father Damien,6.9,7+,1,0,0,0
2289,Love the Coopers,5.8,13+,0,1,0,0
2290,The Only Living Boy in New York,6.3,18+,0,0,0,1
2291,Michael H. â€“ Profession: Director,7,13+,0,1,0,0
2292,Switchback,6.4,18+,0,0,0,1
2293,Hatchet III,5.7,18+,0,0,0,1
2294,The Phantom,4.9,7+,1,0,0,0
2295,Mind the Gap,7.1,18+,0,0,0,1
2296,Phantasm III: Lord of the Dead,6.1,18+,0,0,0,1
2297,The Million Dollar Hotel,5.9,18+,0,0,0,1
2298,Isolation,5.6,18+,0,0,0,1
2299,Strongman,6.5,13+,0,1,0,0
2300,Sollers Point,5.6,18+,0,0,0,1
2301,Digging to China,6.8,7+,1,0,0,0
2302,Ted Bundy,5.8,18+,0,0,0,1
2303,A.C.O.D.,5.6,18+,0,0,0,1
2304,The Tower,6.6,13+,0,1,0,0
2305,Wilby Wonderful,6.6,13+,0,1,0,0
2306,Handsome Harry,6.1,18+,0,0,0,1
2307,Big Bad Mama,5.8,18+,0,0,0,1
2308,Jimmy Carter Man from Plains,7,7+,1,0,0,0
2309,The Merry Gentleman,6.5,18+,0,0,0,1
2310,Werewolf,6,18+,0,0,0,1
2311,The Funhouse Massacre,5.2,18+,0,0,0,1
2312,Tokyo Tribe,6.5,18+,0,0,0,1
2313,Shivaay,6.2,13+,0,1,0,0
2314,Extremities,6.3,18+,0,0,0,1
2315,All These Sleepless Nights,6.6,18+,0,0,0,1
2316,Buena Vista Social Club: Adios,6.8,7+,1,0,0,0
2317,Ecstasy,6.7,18+,0,0,0,1
2318,The Relic,5.8,18+,0,0,0,1
2319,When a Stranger Calls Back,6.2,18+,0,0,0,1
2320,Leonard Cohen: I'm Your Man,6.8,13+,0,1,0,0
2321,Lamb,6.3,18+,0,0,0,1
2322,The Double,5.9,13+,0,1,0,0
2323,Disco Pigs,6.7,18+,0,0,0,1
2324,The Lords of Flatbush,5.8,7+,1,0,0,0
2325,Backstabbing for Beginners,6.2,18+,0,0,0,1
2326,Mad Money,5.8,13+,0,1,0,0
2327,Tracers,5.6,13+,0,1,0,0
2328,Cromwell,6.9,all,0,0,0,0
2329,Honeydripper,6.6,13+,0,1,0,0
2330,The Glass Coffin,5.3,18+,0,0,0,1
2331,Wassup Rockers,6,18+,0,0,0,1
2332,The Mighty Macs,6.5,all,0,0,0,0
2333,Jolene,6.4,18+,0,0,0,1
2334,Frankie & Alice,6.5,18+,0,0,0,1
2335,Strange Behavior,5.7,18+,0,0,0,1
2336,The Jazz Singer,5.9,7+,1,0,0,0
2337,9th Company,7.1,18+,0,0,0,1
2338,Sharknado,3.3,16+,0,0,1,0
2339,Generation Wealth,6.6,18+,0,0,0,1
2340,Mambo Italiano,6.7,18+,0,0,0,1
2341,Young Ones,5.9,18+,0,0,0,1
2342,Rock-A-Doodle,6.1,all,0,0,0,0
2343,The Trouble with the Truth,5.5,18+,0,0,0,1
2344,About Alex,6.4,18+,0,0,0,1
2345,Eating Out,5.8,18+,0,0,0,1
2346,"If It's Tuesday, This Must Be Belgium",6.3,all,0,0,0,0
2347,The Outlaw,5.5,13+,0,1,0,0
2348,Good Kids,6.1,18+,0,0,0,1
2349,Dare,5.8,18+,0,0,0,1
2350,Gunnin' for That #1 Spot,6.5,13+,0,1,0,0
2351,Dear Lemon Lima,6.5,13+,0,1,0,0
2352,Hiding Out,6.4,13+,0,1,0,0
